UF;Cod _Infração;Quantidade
PIAUI;6823;7
PIAUI;6831;233
PIAUI;6840;8
PIAUI;6858;75
PIAUI;6866;4
PIAUI;6882;4
PIAUI;6890;5
PIAUI;6904;15
PIAUI;6912;22
PIAUI;6920;35
PIAUI;6947;5
PIAUI;6963;3
PIAUI;6971;2
PIAUI;6980;3
PIAUI;7030;1789
PIAUI;7048;656
PIAUI;7056;10
PIAUI;7072;29
PIAUI;7099;3
PIAUI;7218;4
PIAUI;7234;2
PIAUI;7269;6
PIAUI;7285;7
PIAUI;7293;5
PIAUI;7315;9
PIAUI;7323;4
PIAUI;7340;466
PIAUI;7358;1
PIAUI;7366;147
PIAUI;7455;8779
PIAUI;7463;1551
PIAUI;7471;241
PIAUI;7560;17
PIAUI;7579;33
PIAUI;7587;2155
PIAUI;7625;52
PIAUI;7633;727
PIAUI;7670;2
PIAUI;7684;98
PIAUI;7714;5
PIAUI;7722;97
PIAUI;7730;16
RIO DE JANEIRO;5002;2356
RIO DE JANEIRO;5010;2407
RIO DE JANEIRO;5029;144
RIO DE JANEIRO;5037;169
RIO DE JANEIRO;5045;750
RIO DE JANEIRO;5053;10
RIO DE JANEIRO;5061;40
RIO DE JANEIRO;5070;3
RIO DE JANEIRO;5088;7
RIO DE JANEIRO;5096;10
RIO DE JANEIRO;5118;374
RIO DE JANEIRO;5126;12
RIO DE JANEIRO;5134;23
RIO DE JANEIRO;5142;60
RIO DE JANEIRO;5150;1
RIO DE JANEIRO;5169;66
RIO DE JANEIRO;5185;3526
RIO DE JANEIRO;5193;390
RIO DE JANEIRO;5207;139
RIO DE JANEIRO;5215;227
RIO DE JANEIRO;5223;1
RIO DE JANEIRO;5231;10
RIO DE JANEIRO;5240;1
RIO DE JANEIRO;5258;23
RIO DE JANEIRO;5266;16
RIO DE JANEIRO;5274;124
RIO DE JANEIRO;5282;2
RIO DE JANEIRO;5347;1
RIO DE JANEIRO;5355;2
RIO DE JANEIRO;5363;1
RIO DE JANEIRO;5371;11
RIO DE JANEIRO;5380;1025
RIO DE JANEIRO;5398;11
RIO DE JANEIRO;5401;28
RIO DE JANEIRO;5410;333
RIO DE JANEIRO;5428;196
RIO DE JANEIRO;5436;11
RIO DE JANEIRO;5444;86
RIO DE JANEIRO;5452;11689
RIO DE JANEIRO;5460;700
RIO DE JANEIRO;5479;482
RIO DE JANEIRO;5487;1189
RIO DE JANEIRO;5495;35
RIO DE JANEIRO;5509;723
RIO DE JANEIRO;5517;159
RIO DE JANEIRO;5525;433
RIO DE JANEIRO;5541;12714
RIO DE JANEIRO;5550;5390
RIO DE JANEIRO;5568;3196
RIO DE JANEIRO;5576;39
RIO DE JANEIRO;5584;14
RIO DE JANEIRO;5592;126
RIO DE JANEIRO;5606;293
RIO DE JANEIRO;5614;150
RIO DE JANEIRO;5622;307
RIO DE JANEIRO;5630;74
RIO DE JANEIRO;5649;2
RIO DE JANEIRO;5657;10
RIO DE JANEIRO;5665;791
RIO DE JANEIRO;5673;1251
RIO DE JANEIRO;5681;149
RIO DE JANEIRO;5690;146
RIO DE JANEIRO;5703;644
RIO DE JANEIRO;5711;106
RIO DE JANEIRO;5720;180
RIO DE JANEIRO;5738;1861
RIO DE JANEIRO;5746;2633
RIO DE JANEIRO;5762;45
RIO DE JANEIRO;5770;33
RIO DE JANEIRO;5789;4
RIO DE JANEIRO;5797;50
RIO DE JANEIRO;5800;103
RIO DE JANEIRO;5819;2118
RIO DE JANEIRO;5827;35
RIO DE JANEIRO;5835;857
RIO DE JANEIRO;5843;119
RIO DE JANEIRO;5851;62
RIO DE JANEIRO;5860;8
RIO DE JANEIRO;5878;32
RIO DE JANEIRO;5886;1
RIO DE JANEIRO;5908;175
RIO DE JANEIRO;5924;10
RIO DE JANEIRO;5932;10
RIO DE JANEIRO;5940;3
RIO DE JANEIRO;5959;74
RIO DE JANEIRO;5967;418
RIO DE JANEIRO;5975;21
RIO DE JANEIRO;5991;217
RIO DE JANEIRO;6009;10
RIO DE JANEIRO;6017;146
RIO DE JANEIRO;6025;34
RIO DE JANEIRO;6033;26
RIO DE JANEIRO;6041;3547
RIO DE JANEIRO;6050;23170
RIO DE JANEIRO;6068;424
RIO DE JANEIRO;6076;209
RIO DE JANEIRO;6084;314
RIO DE JANEIRO;6122;107
RIO DE JANEIRO;6130;20
RIO DE JANEIRO;6149;2
RIO DE JANEIRO;6157;3
RIO DE JANEIRO;6165;4
RIO DE JANEIRO;6173;9
RIO DE JANEIRO;6181;2
RIO DE JANEIRO;6190;2
RIO DE JANEIRO;6270;25
RIO DE JANEIRO;6289;3
RIO DE JANEIRO;6327;1
RIO DE JANEIRO;6386;1
RIO DE JANEIRO;6394;5
RIO DE JANEIRO;6408;109
RIO DE JANEIRO;6416;35
RIO DE JANEIRO;6432;5
RIO DE JANEIRO;6440;1
RIO DE JANEIRO;6459;3
RIO DE JANEIRO;6483;8
RIO DE JANEIRO;6491;34
RIO DE JANEIRO;6530;90
RIO DE JANEIRO;6548;23
RIO DE JANEIRO;6556;206
RIO DE JANEIRO;6564;70
RIO DE JANEIRO;6572;5
RIO DE JANEIRO;6580;227
RIO DE JANEIRO;6599;5922
RIO DE JANEIRO;6602;306
RIO DE JANEIRO;6610;49
RIO DE JANEIRO;6629;16
RIO DE JANEIRO;6637;658
RIO DE JANEIRO;6645;176
RIO DE JANEIRO;6653;191
RIO DE JANEIRO;6661;57
RIO DE JANEIRO;6670;340
RIO DE JANEIRO;6688;8
RIO DE JANEIRO;6696;8
RIO DE JANEIRO;6700;51
RIO DE JANEIRO;6726;1633
RIO DE JANEIRO;6742;1
RIO DE JANEIRO;6750;8
RIO DE JANEIRO;6769;211
RIO DE JANEIRO;6785;2
RIO DE JANEIRO;6807;8
RIO DE JANEIRO;6823;27
RIO DE JANEIRO;6831;190
RIO DE JANEIRO;6840;5
RIO DE JANEIRO;6858;119
RIO DE JANEIRO;6866;30
RIO DE JANEIRO;6882;4
RIO DE JANEIRO;6904;3
RIO DE JANEIRO;6912;94
RIO DE JANEIRO;6920;5513
RIO DE JANEIRO;6947;34
RIO DE JANEIRO;6955;2
RIO DE JANEIRO;6963;3
RIO DE JANEIRO;6971;9
RIO DE JANEIRO;6980;53
RIO DE JANEIRO;7013;1
RIO DE JANEIRO;7030;3175
RIO DE JANEIRO;7048;1496
RIO DE JANEIRO;7056;44
RIO DE JANEIRO;7072;47
RIO DE JANEIRO;7099;10
RIO DE JANEIRO;7102;3
RIO DE JANEIRO;7110;2
RIO DE JANEIRO;7153;6
RIO DE JANEIRO;7161;7
RIO DE JANEIRO;7170;5
RIO DE JANEIRO;7188;2
RIO DE JANEIRO;7196;19
RIO DE JANEIRO;7218;10
RIO DE JANEIRO;7234;38
RIO DE JANEIRO;7242;16
RIO DE JANEIRO;7269;4
RIO DE JANEIRO;7285;25
RIO DE JANEIRO;7293;14
RIO DE JANEIRO;7315;42
RIO DE JANEIRO;7323;11
RIO DE JANEIRO;7331;2
RIO DE JANEIRO;7340;472
RIO DE JANEIRO;7358;15
RIO DE JANEIRO;7366;1581
RIO DE JANEIRO;7374;134
RIO DE JANEIRO;7455;99746
RIO DE JANEIRO;7463;14984
RIO DE JANEIRO;7471;1858
RIO DE JANEIRO;7552;4
RIO DE JANEIRO;7560;13
RIO DE JANEIRO;7579;1338
RIO DE JANEIRO;7587;20632
RIO DE JANEIRO;7617;29
RIO DE JANEIRO;7625;1503
RIO DE JANEIRO;7633;6139
RIO DE JANEIRO;7641;2
RIO DE JANEIRO;7670;8
RIO DE JANEIRO;7684;129
RIO DE JANEIRO;7714;29
RIO DE JANEIRO;7722;145
RIO DE JANEIRO;7730;3384
RIO DE JANEIRO;7749;4
RIO DE JANEIRO;7773;1
RIO DE JANEIRO;7781;1
RIO GRANDE DO NORTE;5002;3287
RIO GRANDE DO NORTE;5010;238
RIO GRANDE DO NORTE;5029;2
RIO GRANDE DO NORTE;5037;5
RIO GRANDE DO NORTE;5045;47
RIO GRANDE DO NORTE;5053;9
RIO GRANDE DO NORTE;5061;6
RIO GRANDE DO NORTE;5100;1
RIO GRANDE DO NORTE;5118;35
RIO GRANDE DO NORTE;5142;10
RIO GRANDE DO NORTE;5150;4
RIO GRANDE DO NORTE;5169;11
RIO GRANDE DO NORTE;5185;1905
RIO GRANDE DO NORTE;5193;102
RIO GRANDE DO NORTE;5207;246
RIO GRANDE DO NORTE;5215;10
RIO GRANDE DO NORTE;5223;2
RIO GRANDE DO NORTE;5231;2
RIO GRANDE DO NORTE;5266;4
RIO GRANDE DO NORTE;5274;5
RIO GRANDE DO NORTE;5282;2
RIO GRANDE DO NORTE;5304;1
RIO GRANDE DO NORTE;5320;1
RIO GRANDE DO NORTE;5371;2
RIO GRANDE DO NORTE;5380;213
RIO GRANDE DO NORTE;5398;23
RIO GRANDE DO NORTE;5401;279
RIO GRANDE DO NORTE;5410;235
RIO GRANDE DO NORTE;5428;19
RIO GRANDE DO NORTE;5436;2
RIO GRANDE DO NORTE;5444;18
RIO GRANDE DO NORTE;5452;3704
RIO GRANDE DO NORTE;5460;105
RIO GRANDE DO NORTE;5479;276
RIO GRANDE DO NORTE;5487;972
RIO GRANDE DO NORTE;5495;21
RIO GRANDE DO NORTE;5509;87
RIO GRANDE DO NORTE;5517;2
RIO GRANDE DO NORTE;5525;420
RIO GRANDE DO NORTE;5541;1103
RIO GRANDE DO NORTE;5550;1647
RIO GRANDE DO NORTE;5568;355
RIO GRANDE DO NORTE;5576;2
RIO GRANDE DO NORTE;5584;4
RIO GRANDE DO NORTE;5592;197
RIO GRANDE DO NORTE;5614;20
RIO GRANDE DO NORTE;5622;193
RIO GRANDE DO NORTE;5630;253
RIO GRANDE DO NORTE;5657;2
RIO GRANDE DO NORTE;5665;82
RIO GRANDE DO NORTE;5673;1839
RIO GRANDE DO NORTE;5681;1399
RIO GRANDE DO NORTE;5690;20
RIO GRANDE DO NORTE;5703;38
RIO GRANDE DO NORTE;5711;5
RIO GRANDE DO NORTE;5720;147
RIO GRANDE DO NORTE;5738;997
RIO GRANDE DO NORTE;5746;311
RIO GRANDE DO NORTE;5762;12
RIO GRANDE DO NORTE;5770;9
RIO GRANDE DO NORTE;5789;1
RIO GRANDE DO NORTE;5797;4
RIO GRANDE DO NORTE;5800;14
RIO GRANDE DO NORTE;5819;456
RIO GRANDE DO NORTE;5827;5
RIO GRANDE DO NORTE;5835;231
RIO GRANDE DO NORTE;5843;414
RIO GRANDE DO NORTE;5851;588
RIO GRANDE DO NORTE;5860;9
RIO GRANDE DO NORTE;5878;4
RIO GRANDE DO NORTE;5908;13
RIO GRANDE DO NORTE;5940;1
RIO GRANDE DO NORTE;5959;59
RIO GRANDE DO NORTE;5967;241
RIO GRANDE DO NORTE;5975;3
RIO GRANDE DO NORTE;5991;2249
RIO GRANDE DO NORTE;6017;131
RIO GRANDE DO NORTE;6025;1
RIO GRANDE DO NORTE;6033;5
RIO GRANDE DO NORTE;6041;1433
RIO GRANDE DO NORTE;6050;8488
RIO GRANDE DO NORTE;6068;479
RIO GRANDE DO NORTE;6076;7
RIO GRANDE DO NORTE;6084;1
RIO GRANDE DO NORTE;6106;1
RIO GRANDE DO NORTE;6122;218
RIO GRANDE DO NORTE;6130;22
RIO GRANDE DO NORTE;6157;1
RIO GRANDE DO NORTE;6165;6
RIO GRANDE DO NORTE;6173;14
RIO GRANDE DO NORTE;6181;15
RIO GRANDE DO NORTE;6190;2
RIO GRANDE DO NORTE;6254;1
RIO GRANDE DO NORTE;6262;3
RIO GRANDE DO NORTE;6270;10
RIO GRANDE DO NORTE;6408;7
RIO GRANDE DO NORTE;6440;1
RIO GRANDE DO NORTE;6483;4
RIO GRANDE DO NORTE;6491;6
RIO GRANDE DO NORTE;6530;16
RIO GRANDE DO NORTE;6548;2
RIO GRANDE DO NORTE;6564;23
RIO GRANDE DO NORTE;6580;9
RIO GRANDE DO NORTE;6599;356
RIO GRANDE DO NORTE;6602;42
RIO GRANDE DO NORTE;6610;24
RIO GRANDE DO NORTE;6629;1
RIO GRANDE DO NORTE;6637;81
RIO GRANDE DO NORTE;6645;34
RIO GRANDE DO NORTE;6653;32
RIO GRANDE DO NORTE;6661;19
RIO GRANDE DO NORTE;6670;87
RIO GRANDE DO NORTE;6688;11
RIO GRANDE DO NORTE;6700;38
RIO GRANDE DO NORTE;6726;80
RIO GRANDE DO NORTE;6742;1
RIO GRANDE DO NORTE;6750;3
RIO GRANDE DO NORTE;6769;96
RIO GRANDE DO NORTE;6785;1
RIO GRANDE DO NORTE;6807;5
RIO GRANDE DO NORTE;6823;8
RIO GRANDE DO NORTE;6831;153
RIO GRANDE DO NORTE;6840;3
RIO GRANDE DO NORTE;6858;52
RIO GRANDE DO NORTE;6866;3
RIO GRANDE DO NORTE;6882;3
RIO GRANDE DO NORTE;6890;2
RIO GRANDE DO NORTE;6904;8
RIO GRANDE DO NORTE;6912;7
RIO GRANDE DO NORTE;6920;47
RIO GRANDE DO NORTE;6947;11
RIO GRANDE DO NORTE;6955;2
RIO GRANDE DO NORTE;6963;2
RIO GRANDE DO NORTE;6971;2
RIO GRANDE DO NORTE;6980;3
RIO GRANDE DO NORTE;7030;305
RIO GRANDE DO NORTE;7048;219
RIO GRANDE DO NORTE;7056;14
RIO GRANDE DO NORTE;7072;11
RIO GRANDE DO NORTE;7080;3
RIO GRANDE DO NORTE;7099;9
RIO GRANDE DO NORTE;7102;1
RIO GRANDE DO NORTE;7110;1
RIO GRANDE DO NORTE;7170;1
RIO GRANDE DO NORTE;7218;9
RIO GRANDE DO NORTE;7226;1
RIO GRANDE DO NORTE;7234;348
RIO GRANDE DO NORTE;7242;24
RIO GRANDE DO NORTE;7250;1
RIO GRANDE DO NORTE;7269;90
RIO GRANDE DO NORTE;7285;15
RIO GRANDE DO NORTE;7293;9
RIO GRANDE DO NORTE;7315;84
RIO GRANDE DO NORTE;7323;7
RIO GRANDE DO NORTE;7340;518
RIO GRANDE DO NORTE;7358;7
RIO GRANDE DO NORTE;7366;211
RIO GRANDE DO NORTE;7374;1
RIO GRANDE DO NORTE;7455;23216
RIO GRANDE DO NORTE;7463;3183
RIO GRANDE DO NORTE;7471;407
RIO GRANDE DO NORTE;7552;1
RIO GRANDE DO NORTE;7560;6
RIO GRANDE DO NORTE;7579;65
RIO GRANDE DO NORTE;7587;4737
RIO GRANDE DO NORTE;7625;293
RIO GRANDE DO NORTE;7633;2662
RIO GRANDE DO NORTE;7641;1
RIO GRANDE DO NORTE;7670;1
RIO GRANDE DO NORTE;7684;143
RIO GRANDE DO NORTE;7714;21
RIO GRANDE DO NORTE;7722;79
RIO GRANDE DO NORTE;7730;15
RIO GRANDE DO NORTE;7749;3
RIO GRANDE DO NORTE;7765;1
RIO GRANDE DO NORTE;7781;1
RIO GRANDE DO SUL;5002;9238
RIO GRANDE DO SUL;5010;2420
RIO GRANDE DO SUL;5029;405
RIO GRANDE DO SUL;5037;356
RIO GRANDE DO SUL;5045;1351
RIO GRANDE DO SUL;5053;96
RIO GRANDE DO SUL;5061;50
RIO GRANDE DO SUL;5070;24
RIO GRANDE DO SUL;5088;29
RIO GRANDE DO SUL;5096;113
RIO GRANDE DO SUL;5100;2
RIO GRANDE DO SUL;5118;624
RIO GRANDE DO SUL;5126;72
RIO GRANDE DO SUL;5134;55
RIO GRANDE DO SUL;5142;170
RIO GRANDE DO SUL;5150;51
RIO GRANDE DO SUL;5169;178
RIO GRANDE DO SUL;5177;10
RIO GRANDE DO SUL;5185;4494
RIO GRANDE DO SUL;5193;387
RIO GRANDE DO SUL;5207;232
RIO GRANDE DO SUL;5215;38
RIO GRANDE DO SUL;5223;12
RIO GRANDE DO SUL;5231;33
RIO GRANDE DO SUL;5240;3
RIO GRANDE DO SUL;5258;2
RIO GRANDE DO SUL;5266;9
RIO GRANDE DO SUL;5274;159
RIO GRANDE DO SUL;5282;8
RIO GRANDE DO SUL;5290;3
RIO GRANDE DO SUL;5320;2
RIO GRANDE DO SUL;5347;27
RIO GRANDE DO SUL;5371;17
RIO GRANDE DO SUL;5380;141
RIO GRANDE DO SUL;5398;39
RIO GRANDE DO SUL;5401;43
RIO GRANDE DO SUL;5410;35
RIO GRANDE DO SUL;5428;45
RIO GRANDE DO SUL;5436;1
RIO GRANDE DO SUL;5444;64
RIO GRANDE DO SUL;5452;921
RIO GRANDE DO SUL;5460;407
RIO GRANDE DO SUL;5479;28
RIO GRANDE DO SUL;5487;170
RIO GRANDE DO SUL;5495;5
RIO GRANDE DO SUL;5509;206
RIO GRANDE DO SUL;5517;2
RIO GRANDE DO SUL;5525;334
RIO GRANDE DO SUL;5541;4030
RIO GRANDE DO SUL;5550;2637
RIO GRANDE DO SUL;5568;734
RIO GRANDE DO SUL;5576;6
RIO GRANDE DO SUL;5584;8
RIO GRANDE DO SUL;5592;200
RIO GRANDE DO SUL;5606;2
RIO GRANDE DO SUL;5614;25
RIO GRANDE DO SUL;5622;166
RIO GRANDE DO SUL;5630;68
RIO GRANDE DO SUL;5649;1
RIO GRANDE DO SUL;5657;12
RIO GRANDE DO SUL;5665;246
RIO GRANDE DO SUL;5673;729
RIO GRANDE DO SUL;5681;95
RIO GRANDE DO SUL;5690;14
RIO GRANDE DO SUL;5703;618
RIO GRANDE DO SUL;5711;318
RIO GRANDE DO SUL;5720;173
RIO GRANDE DO SUL;5738;521
RIO GRANDE DO SUL;5746;1282
RIO GRANDE DO SUL;5762;1
RIO GRANDE DO SUL;5770;17
RIO GRANDE DO SUL;5789;5
RIO GRANDE DO SUL;5797;33
RIO GRANDE DO SUL;5800;154
RIO GRANDE DO SUL;5819;458
RIO GRANDE DO SUL;5827;29
RIO GRANDE DO SUL;5835;410
RIO GRANDE DO SUL;5843;376
RIO GRANDE DO SUL;5851;130
RIO GRANDE DO SUL;5860;10
RIO GRANDE DO SUL;5878;59
RIO GRANDE DO SUL;5894;2
RIO GRANDE DO SUL;5908;38
RIO GRANDE DO SUL;5924;12
RIO GRANDE DO SUL;5932;8
RIO GRANDE DO SUL;5940;12
RIO GRANDE DO SUL;5959;17
RIO GRANDE DO SUL;5967;1022
RIO GRANDE DO SUL;5975;154
RIO GRANDE DO SUL;5991;296
RIO GRANDE DO SUL;6009;5
RIO GRANDE DO SUL;6017;28
RIO GRANDE DO SUL;6025;13
RIO GRANDE DO SUL;6033;18
RIO GRANDE DO SUL;6041;648
RIO GRANDE DO SUL;6050;5458
RIO GRANDE DO SUL;6068;907
RIO GRANDE DO SUL;6076;44
RIO GRANDE DO SUL;6084;34
RIO GRANDE DO SUL;6122;161
RIO GRANDE DO SUL;6130;16
RIO GRANDE DO SUL;6149;4
RIO GRANDE DO SUL;6157;5
RIO GRANDE DO SUL;6173;22
RIO GRANDE DO SUL;6181;18
RIO GRANDE DO SUL;6190;6
RIO GRANDE DO SUL;6203;1
RIO GRANDE DO SUL;6254;1
RIO GRANDE DO SUL;6262;1
RIO GRANDE DO SUL;6270;144
RIO GRANDE DO SUL;6289;2
RIO GRANDE DO SUL;6297;3
RIO GRANDE DO SUL;6335;2
RIO GRANDE DO SUL;6351;1
RIO GRANDE DO SUL;6394;8
RIO GRANDE DO SUL;6408;113
RIO GRANDE DO SUL;6416;1
RIO GRANDE DO SUL;6432;26
RIO GRANDE DO SUL;6440;3
RIO GRANDE DO SUL;6459;5
RIO GRANDE DO SUL;6483;19
RIO GRANDE DO SUL;6491;22
RIO GRANDE DO SUL;6513;1
RIO GRANDE DO SUL;6530;275
RIO GRANDE DO SUL;6548;3
RIO GRANDE DO SUL;6556;14
RIO GRANDE DO SUL;6564;15
RIO GRANDE DO SUL;6572;2
RIO GRANDE DO SUL;6580;36
RIO GRANDE DO SUL;6599;6160
RIO GRANDE DO SUL;6602;259
RIO GRANDE DO SUL;6610;218
RIO GRANDE DO SUL;6629;11
RIO GRANDE DO SUL;6637;913
RIO GRANDE DO SUL;6645;609
RIO GRANDE DO SUL;6653;556
RIO GRANDE DO SUL;6661;145
RIO GRANDE DO SUL;6670;999
RIO GRANDE DO SUL;6688;37
RIO GRANDE DO SUL;6696;47
RIO GRANDE DO SUL;6700;443
RIO GRANDE DO SUL;6726;898
RIO GRANDE DO SUL;6742;6
RIO GRANDE DO SUL;6750;58
RIO GRANDE DO SUL;6769;2114
RIO GRANDE DO SUL;6777;9
RIO GRANDE DO SUL;6785;11
RIO GRANDE DO SUL;6807;54
RIO GRANDE DO SUL;6823;160
RIO GRANDE DO SUL;6831;776
RIO GRANDE DO SUL;6840;62
RIO GRANDE DO SUL;6858;53
RIO GRANDE DO SUL;6866;15
RIO GRANDE DO SUL;6882;2
RIO GRANDE DO SUL;6890;1
RIO GRANDE DO SUL;6904;12
RIO GRANDE DO SUL;6912;56
RIO GRANDE DO SUL;6920;11474
RIO GRANDE DO SUL;6947;58
RIO GRANDE DO SUL;6955;1
RIO GRANDE DO SUL;6963;38
RIO GRANDE DO SUL;6971;16
RIO GRANDE DO SUL;6980;81
RIO GRANDE DO SUL;7030;53
RIO GRANDE DO SUL;7048;18
RIO GRANDE DO SUL;7056;79
RIO GRANDE DO SUL;7072;1
RIO GRANDE DO SUL;7080;1
RIO GRANDE DO SUL;7099;25
RIO GRANDE DO SUL;7102;4
RIO GRANDE DO SUL;7153;1
RIO GRANDE DO SUL;7161;1
RIO GRANDE DO SUL;7196;1
RIO GRANDE DO SUL;7218;9
RIO GRANDE DO SUL;7226;2
RIO GRANDE DO SUL;7234;397
RIO GRANDE DO SUL;7242;659
RIO GRANDE DO SUL;7269;55
RIO GRANDE DO SUL;7285;356
RIO GRANDE DO SUL;7293;87
RIO GRANDE DO SUL;7307;37
RIO GRANDE DO SUL;7315;52
RIO GRANDE DO SUL;7323;29
RIO GRANDE DO SUL;7331;4
RIO GRANDE DO SUL;7340;460
RIO GRANDE DO SUL;7358;161
RIO GRANDE DO SUL;7366;451
RIO GRANDE DO SUL;7374;19
RIO GRANDE DO SUL;7455;86863
RIO GRANDE DO SUL;7463;12182
RIO GRANDE DO SUL;7471;1321
RIO GRANDE DO SUL;7552;2
RIO GRANDE DO SUL;7560;42
RIO GRANDE DO SUL;7579;686
RIO GRANDE DO SUL;7587;2213
RIO GRANDE DO SUL;7617;5
RIO GRANDE DO SUL;7625;293
RIO GRANDE DO SUL;7633;2727
RIO GRANDE DO SUL;7641;2
RIO GRANDE DO SUL;7670;6
RIO GRANDE DO SUL;7684;651
RIO GRANDE DO SUL;7714;30
RIO GRANDE DO SUL;7722;1823
RIO GRANDE DO SUL;7730;298
RIO GRANDE DO SUL;7749;78
RIO GRANDE DO SUL;7765;4
RIO GRANDE DO SUL;7773;2
RIO GRANDE DO SUL;7781;26
RONDONIA;5002;1787
RONDONIA;5010;1471
RONDONIA;5029;27
RONDONIA;5037;18
RONDONIA;5045;311
RONDONIA;5053;5
RONDONIA;5061;41
RONDONIA;5096;10
RONDONIA;5118;594
RONDONIA;5126;10
RONDONIA;5134;8
RONDONIA;5142;120
RONDONIA;5169;293
RONDONIA;5177;3
RONDONIA;5185;929
RONDONIA;5193;92
RONDONIA;5207;73
RONDONIA;5215;54
RONDONIA;5231;2
RONDONIA;5258;6
RONDONIA;5266;72
RONDONIA;5274;151
RONDONIA;5282;6
RONDONIA;5290;2
RONDONIA;5304;2
RONDONIA;5371;1
RONDONIA;5380;151
RONDONIA;5398;12
RONDONIA;5401;27
RONDONIA;5410;59
RONDONIA;5428;10
RONDONIA;5444;4
RONDONIA;5452;216
RONDONIA;5460;24
RONDONIA;5479;20
RONDONIA;5487;61
RONDONIA;5495;5
RONDONIA;5509;39
RONDONIA;5517;1
RONDONIA;5525;82
RONDONIA;5541;222
RONDONIA;5550;120
RONDONIA;5568;253
RONDONIA;5576;8
RONDONIA;5592;16
RONDONIA;5606;2
RONDONIA;5614;1
RONDONIA;5622;20
RONDONIA;5630;2
RONDONIA;5657;2
RONDONIA;5665;9
RONDONIA;5673;20
RONDONIA;5681;39
RONDONIA;5690;5
RONDONIA;5703;64
RONDONIA;5711;15
RONDONIA;5720;15
RONDONIA;5738;432
RONDONIA;5746;84
RONDONIA;5770;1
RONDONIA;5797;2
RONDONIA;5800;4
RONDONIA;5819;131
RONDONIA;5827;3
RONDONIA;5835;172
RONDONIA;5843;12
RONDONIA;5851;1
RONDONIA;5860;1
RONDONIA;5878;7
RONDONIA;5894;1
RONDONIA;5908;2
RONDONIA;5924;3
RONDONIA;5940;1
RONDONIA;5959;4
RONDONIA;5967;66
RONDONIA;5975;3
RONDONIA;5991;40
RONDONIA;6017;17
RONDONIA;6025;7
RONDONIA;6041;59
RONDONIA;6050;914
RONDONIA;6068;122
RONDONIA;6076;17
RONDONIA;6122;69
RONDONIA;6130;2
RONDONIA;6165;1
RONDONIA;6181;2
RONDONIA;6262;1
RONDONIA;6270;3
RONDONIA;6394;3
RONDONIA;6408;25
RONDONIA;6416;1
RONDONIA;6440;1
RONDONIA;6483;2
RONDONIA;6491;2
RONDONIA;6530;40
RONDONIA;6548;6
RONDONIA;6556;21
RONDONIA;6564;16
RONDONIA;6580;39
RONDONIA;6599;1768
RONDONIA;6602;83
RONDONIA;6610;32
RONDONIA;6637;296
RONDONIA;6645;129
RONDONIA;6653;251
RONDONIA;6661;8
RONDONIA;6670;197
RONDONIA;6688;3
RONDONIA;6696;1
RONDONIA;6700;119
RONDONIA;6726;124
RONDONIA;6750;2
RONDONIA;6769;67
RONDONIA;6785;2
RONDONIA;6807;2
RONDONIA;6823;19
RONDONIA;6831;905
RONDONIA;6840;25
RONDONIA;6858;58
RONDONIA;6866;14
RONDONIA;6882;11
RONDONIA;6890;5
RONDONIA;6904;21
RONDONIA;6912;22
RONDONIA;6920;23
RONDONIA;6939;1
RONDONIA;6947;6
RONDONIA;6963;5
RONDONIA;6980;4
RONDONIA;7030;69
RONDONIA;7048;71
RONDONIA;7056;75
RONDONIA;7072;43
RONDONIA;7080;1
RONDONIA;7099;3
RONDONIA;7218;3
RONDONIA;7234;9
RONDONIA;7242;2
RONDONIA;7269;8
RONDONIA;7285;3
RONDONIA;7293;1
RONDONIA;7315;2
RONDONIA;7323;2
RONDONIA;7340;292
RONDONIA;7358;2
RONDONIA;7366;123
RONDONIA;7455;12425
RONDONIA;7463;2882
RONDONIA;7471;504
RONDONIA;7552;3
RONDONIA;7560;15
RONDONIA;7579;44
RONDONIA;7587;84
RONDONIA;7625;127
RONDONIA;7633;688
RONDONIA;7641;2
RONDONIA;7670;1
RONDONIA;7684;36
RONDONIA;7714;4
RONDONIA;7722;56
RONDONIA;7730;15
RONDONIA;7749;8
RORAIMA;5002;558
RORAIMA;5010;164
RORAIMA;5037;1
RORAIMA;5045;24
RORAIMA;5061;2
RORAIMA;5118;27
RORAIMA;5126;1
RORAIMA;5142;2
RORAIMA;5169;31
RORAIMA;5185;566
RORAIMA;5193;24
RORAIMA;5207;27
RORAIMA;5215;5
RORAIMA;5258;1
RORAIMA;5266;1
RORAIMA;5274;7
RORAIMA;5282;4
RORAIMA;5312;2
RORAIMA;5380;8
RORAIMA;5401;6
RORAIMA;5410;10
RORAIMA;5428;3
RORAIMA;5444;1
RORAIMA;5452;68
RORAIMA;5460;12
RORAIMA;5479;4
RORAIMA;5487;25
RORAIMA;5495;2
RORAIMA;5509;12
RORAIMA;5525;27
RORAIMA;5541;73
RORAIMA;5550;55
RORAIMA;5568;14
RORAIMA;5592;5
RORAIMA;5614;1
RORAIMA;5622;2
RORAIMA;5665;3
RORAIMA;5673;141
RORAIMA;5703;7
RORAIMA;5720;20
RORAIMA;5738;44
RORAIMA;5746;16
RORAIMA;5770;2
RORAIMA;5819;42
RORAIMA;5835;16
RORAIMA;5843;5
RORAIMA;5851;2
RORAIMA;5878;1
RORAIMA;5908;1
RORAIMA;5932;1
RORAIMA;5959;2
